# Frozen replay corpus — issue #806. DO NOT REGENERATE.
#
# A redacted 48 h slice of the operator's live usage store, [2026-07-24T00:00Z,
# 2026-07-26T00:00Z), covering the two worst days of the Jul-2026 fleet drain.
# Frozen INPUT, not a regenerated golden: there is no emitter to re-run.
#
# Refreshing this against a live store does not UPDATE the gate, it DESTROYS it,
# three ways at once. The window moves off capacity-replay-oracle.tsv, so the
# cross-surface differential silently compares two unrelated 48 h. The frozen
# figures in src/usage_stats.rs must then be rebaselined to whatever the aggregator
# says that day, which converts a gate into a tautology — the exact shape of
# blindness issue #806 exists to end. And a fresh cut carries the operator's real
# email addresses back into a committed file. If the aggregator legitimately
# changes, move the FIGURES in the test and leave these bytes alone.
#
# REDACTION (total, and lossless for every metric computed over it): the store's
# `acct` holds real email addresses, so each is mapped to a stable `a1`..`a6`
# handle; `provider` is dropped (single-valued `claude` throughout); and every
# instant is stored as a signed offset from CORPUS_START. `acct` is only ever a
# BTreeMap grouping key, so the mapping preserves every algorithmic input.
#
# Columns, tab-separated:
#   ts_off  acct  session  weekly  session_reset_off  weekly_reset_off
# A reset column is EMPTY when the store carried no reset for that dimension.
# Reset offsets routinely exceed the window — a weekly reset lands days out — and
# the format signs them so a reset already in the past can be expressed, though
# this particular slice happens to carry none. The two reset columns are
# load-bearing: the capacity-holds census is RESET-anchored, so a corpus without
# them would replay the cadence-anchored pathology the metric exists to avoid
# rather than the metric.
6626	a2	0.04	0.64	18000	388800
6755	a2	0.04	0.64	17999	388799
6869	a2	0.04	0.64	18000	388800
6917	a1	0.86	0.69	10199	424799
6969	a2	0.04	0.64	18000	388800
7073	a2	0.04	0.64	18000	388800
7188	a2	0.04	0.64	18000	388800
7283	a2	0.04	0.64	18000	388800
7389	a2	0.04	0.64	18000	388800
7426	a1	0.86	0.69	10199	424799
7468	a2	0.04	0.64	18000	388800
7579	a2	0.04	0.64	18000	388800
7611	a6	0.0	0.97	16199	377999
7884	a2	0.04	0.64	17999	388799
7933	a1	0.86	0.69	10199	424799
7982	a2	0.04	0.64	18000	388800
8080	a2	0.04	0.64	18000	388800
8173	a2	0.04	0.64	17999	388799
8297	a2	0.04	0.64	17999	388799
8398	a2	0.04	0.64	17999	388799
8428	a1	0.86	0.69	10199	424799
8489	a2	0.04	0.64	17999	388799
8591	a2	0.04	0.64	17999	388799
8695	a2	0.04	0.64	18000	388800
8789	a2	0.04	0.64	17999	388799
8894	a2	0.04	0.64	17999	388799
8942	a1	0.86	0.69	10199	424799
9136	a2	0.04	0.64	18000	388800
9236	a2	0.04	0.64	18000	388800
9346	a2	0.04	0.64	17999	388799
9394	a1	0.86	0.69	10199	424799
9430	a2	0.04	0.64	18000	388800
9533	a2	0.04	0.64	17999	388799
9648	a3	0.0	1.0		129600
9740	a4	0.0	0.97		352800
9797	a2	0.04	0.64	18000	388800
9847	a1	0.86	0.69	10199	424799
9913	a2	0.04	0.64	18000	388800
9992	a2	0.04	0.64	18000	388800
10083	a2	0.04	0.64	18000	388800
10155	a2	0.04	0.64	17999	388799
10261	a2	0.04	0.64	17999	388799
10316	a1	0.0	0.69		424800
10379	a2	0.04	0.64	17999	388799
10439	a5	0.0	0.97	12599	259199
10483	a2	0.04	0.64	17999	388799
10571	a2	0.04	0.64	17999	388799
10823	a1	0.0	0.69		424799
10889	a2	0.05	0.65	17999	388799
11004	a2	0.05	0.65	17999	388799
11129	a2	0.05	0.65	17999	388799
11235	a2	0.05	0.65	18000	388800
11344	a2	0.05	0.65	18000	388800
11402	a1	0.0	0.69		424800
11454	a2	0.05	0.65	17999	388799
11540	a2	0.05	0.65	18000	388800
11583	a6	0.0	0.97	16199	377999
11634	a2	0.05	0.65	17999	388799
11753	a2	0.05	0.65	17999	388799
11831	a2	0.05	0.65	18000	388800
11881	a1	0.0	0.69		424800
11939	a2	0.05	0.65	18000	388800
12246	a2	0.05	0.65	17999	388799
12340	a2	0.05	0.65	17999	388799
12381	a1	0.0	0.69		424799
12433	a2	0.05	0.65	18000	388800
12521	a2	0.05	0.65	18000	388800
12620	a2	0.05	0.65	17999	388799
12727	a2	0.05	0.65	17999	388799
12820	a2	0.05	0.65	17999	388799
12883	a1	0.0	0.69		424800
12935	a2	0.05	0.65	18000	388800
13232	a2	0.05	0.65	18000	388800
13328	a2	0.05	0.65	17999	388799
13381	a1	0.0	0.69		424800
13429	a2	0.05	0.65	18000	388800
13551	a2	0.05	0.65	18000	388800
13639	a2	0.05	0.65	18000	388800
13677	a3	0.0	1.0		129599
13721	a2	0.05	0.65	18000	388800
13762	a4	0.0	0.97	28200	352800
13806	a2	0.05	0.65	17999	388799
13848	a1	0.0	0.69		424800
14081	a2	0.05	0.65	18000	388800
14174	a2	0.05	0.65	17999	388799
14315	a2	0.05	0.65	18000	388800
14355	a1	0.0	0.69		424800
14401	a2	0.05	0.65	17999	388799
14449	a5	0.0	0.97		259200
14510	a2	0.05	0.65	18000	388800
14627	a2	0.05	0.65	17999	388799
14712	a2	0.05	0.65	17999	388799
14833	a2	0.05	0.65	18000	388800
14884	a1	0.0	0.69		424800
14948	a2	0.05	0.65	18000	388800
15036	a2	0.05	0.65	17999	388799
15158	a2	0.05	0.65	17999	388799
15424	a1	0.0	0.69		424799
15476	a2	0.05	0.65	17999	388799
15568	a2	0.05	0.65	17999	388799
15623	a6	0.0	0.97	16200	378000
15669	a2	0.06	0.65	18000	388800
15768	a2	0.07	0.65	18000	388800
15848	a2	0.07	0.65	17999	388799
15905	a1	0.0	0.69		424800
15951	a2	0.1	0.66	18000	388799
16053	a2	0.11	0.66	18000	388799
16138	a2	0.17	0.67	18000	388799
16361	a1	0.0	0.69		424799
16403	a2	0.29	0.69	18000	388799
16492	a2	0.33	0.69	18000	388799
16614	a2	0.38	0.7	18000	388799
16725	a2	0.44	0.71	18000	388799
16829	a2	0.5	0.72	18000	388799
16880	a1	0.0	0.69		424800
16918	a2	0.56	0.73	18000	388799
17206	a2	0.73	0.75	18000	388799
17327	a2	0.75	0.76	18000	388799
17390	a1	0.16	0.72	34800	424800
17447	a2	0.76	0.76	18000	388799
17573	a1	0.23	0.73	34800	424800
17664	a1	0.3	0.74	34800	424800
17724	a3	0.0	1.0		129599
17775	a1	0.36	0.75	34800	424800
17816	a4	0.0	0.97	28199	352799
17873	a1	0.41	0.76	34800	424800
17926	a2	0.76	0.76	18000	388800
17970	a1	0.45	0.76	34800	424800
18080	a1	0.49	0.77	34800	424800
18185	a1	0.54	0.78	34800	424800
18279	a1	0.56	0.78	34800	424800
18360	a1	0.59	0.79	34800	424800
18425	a2	0.0	0.76		388800
18478	a1	0.62	0.79	34799	424799
18530	a5	0.0	0.97		259200
18584	a1	0.67	0.8	34800	424800
18688	a1	0.7	0.81	34800	424800
18796	a1	0.73	0.81	34800	424800
18915	a1	0.75	0.82	34800	424800
18988	a2	0.0	0.76		388800
19038	a1	0.8	0.82	34800	424800
19148	a2	0.08	0.77	36600	388800
19268	a2	0.12	0.78	36600	388800
19370	a2	0.15	0.78	36600	388800
19475	a2	0.18	0.79	36599	388799
19535	a1	0.82	0.83	34800	424800
19591	a2	0.21	0.79	36599	388799
19668	a2	0.22	0.79	36599	388799
19725	a6	0.0	0.97		378000
19780	a2	0.25	0.8	36599	388799
19900	a2	0.3	0.81	36599	388799
20000	a2	0.36	0.82	36600	388800
20053	a1	0.82	0.83	34800	424800
20112	a2	0.4	0.82	36600	388800
20198	a2	0.42	0.83	36600	388800
20336	a2	0.54	0.85	36600	388799
20457	a2	0.55	0.85	36599	388799
20557	a2	0.56	0.85	36599	388799
20596	a1	0.82	0.83	34800	424800
20642	a2	0.6	0.86	36600	388800
20766	a2	0.62	0.86	36600	388800
20833	a2	0.64	0.87	36600	388800
20943	a2	0.69	0.87	36600	388800
21030	a2	0.71	0.88	36600	388800
21074	a1	0.82	0.83	34800	424800
21136	a2	0.76	0.89	36600	388800
21257	a2	0.8	0.89	36600	388800
21378	a2	0.82	0.9	36600	388800
21404	a3	0.0	1.0		129599
21464	a2	0.84	0.9	36600	388800
21505	a4	0.0	0.97	28200	352800
21535	a2	0.85	0.9	36599	388799
21584	a1	0.82	0.83	34800	424800
21621	a2	0.88	0.9	36599	388799
21700	a2	0.9	0.91	36599	388799
21795	a2	0.92	0.91	36599	388799
21885	a2	0.94	0.91	36599	388799
21989	a2	0.96	0.92	36599	388799
22036	a1	0.83	0.83	34799	424799
22084	a2	0.98	0.92	36599	388799
22141	a5	0.0	0.97	37800	259200
22201	a2	0.99	0.92	36599	388799
22301	a2	1.0	0.93	36599	388799
22414	a2	1.0	0.93	36599	388799
22524	a2	1.0	0.93	36599	388799
22578	a1	0.83	0.83	34799	424799
22607	a2	1.0	0.93	36599	388799
22705	a2	1.0	0.93	36599	388799
22808	a2	1.0	0.93	36599	388799
22922	a2	1.0	0.93	36599	388799
23028	a2	1.0	0.93	36599	388799
23084	a1	0.83	0.83	34799	424799
23134	a2	1.0	0.93	36599	388799
23225	a2	1.0	0.93	36599	388799
23335	a2	1.0	0.93	36599	388799
23449	a2	1.0	0.93	36599	388799
23556	a2	1.0	0.93	36599	388799
23593	a1	0.84	0.83	34799	424799
23646	a2	1.0	0.93	36599	388799
23719	a1	0.84	0.83	34800	424800
23754	a6	0.0	0.97	41399	377999
23819	a1	0.84	0.83	34800	424800
23899	a1	0.84	0.83	34800	424800
24023	a1	0.84	0.83	34800	424800
24080	a2	1.0	0.93	36599	388799
24132	a1	0.85	0.83	34800	424800
24243	a1	0.85	0.83	34800	424800
24338	a1	0.85	0.83	34800	424800
24442	a1	0.85	0.83	34800	424800
24543	a1	0.86	0.83	34800	424800
24635	a1	0.86	0.83	34800	424800
24750	a1	0.87	0.84	34800	424800
24856	a1	0.87	0.84	34800	424800
24946	a1	0.87	0.84	34800	424800
25053	a1	0.87	0.84	34800	424800
25148	a1	0.88	0.84	34800	424800
25249	a1	0.88	0.84	34800	424800
25338	a1	0.88	0.84	34800	424799
25381	a3	0.0	1.0		129599
25442	a1	0.88	0.84	34800	424800
25481	a4	0.0	0.97	28200	352800
25541	a1	0.9	0.84	34800	424800
25648	a1	0.9	0.84	34800	424800
25727	a1	0.9	0.84	34800	424800
25823	a1	0.91	0.84	34800	424800
25939	a1	0.91	0.84	34800	424800
26027	a1	0.91	0.84	34801	424801
26090	a1	0.91	0.85	34800	424800
26150	a5	0.0	0.97	37799	259199
26204	a1	0.91	0.85	34800	424800
26309	a1	0.91	0.85	34800	424800
26423	a1	0.91	0.85	34799	424799
26504	a1	0.92	0.85	34799	424799
26602	a1	0.92	0.85	34800	424800
26699	a1	0.92	0.85	34800	424800
26810	a1	0.92	0.85	34800	424800
26874	a1	0.92	0.85	34800	424800
26964	a1	0.92	0.85	34799	424799
27071	a1	0.92	0.85	34800	424800
27140	a1	0.92	0.85	34800	424800
27260	a1	0.92	0.85	34799	424799
27353	a1	0.93	0.85	34800	424800
27450	a1	0.93	0.85	34800	424799
27541	a1	0.93	0.85	34800	424799
27717	a6	0.0	0.97	41400	378000
27855	a1	0.94	0.85	34800	424800
27940	a1	0.94	0.85	34800	424800
28000	a2	1.0	0.93	36599	388799
28167	a1	0.94	0.85	34799	424799
28447	a1	0.94	0.85	34800	424800
28748	a1	0.94	0.85	34800	424800
28863	a1	0.94	0.85	34800	424800
28960	a1	0.94	0.85	34799	424799
29048	a1	0.94	0.85	34800	424800
29298	a3	0.0	1.0		129599
29348	a1	0.94	0.85	34799	424799
29409	a4	0.0	0.97		352800
29443	a1	0.94	0.85	34799	424799
29540	a1	0.94	0.85	34800	424800
29626	a1	0.94	0.85	34799	424799
29726	a1	0.94	0.85	34800	424800
29836	a1	0.94	0.85	34799	424799
29928	a1	0.94	0.85	34799	424799
30035	a1	0.94	0.85	34800	424800
30059	a5	0.0	0.97	37800	259200
30311	a1	0.94	0.85	34799	424799
30406	a1	0.94	0.85	34799	424799
30498	a1	0.94	0.85	34799	424799
30597	a1	0.94	0.85	34800	424800
30692	a1	0.94	0.85	34799	424799
30799	a1	0.94	0.85	34800	424800
30915	a1	0.94	0.85	34799	424799
31019	a1	0.94	0.85	34800	424800
31130	a1	0.94	0.85	34799	424799
31230	a1	0.94	0.85	34799	424799
31345	a1	0.94	0.85	34800	424800
31454	a1	0.94	0.85	34799	424799
31667	a6	0.0	0.97	41399	377999
31737	a1	0.94	0.85	34799	424799
31843	a1	0.94	0.85	34799	424799
31953	a1	0.94	0.85	34800	424800
31997	a2	1.0	0.93	36599	388799
32058	a1	0.94	0.85	34800	424800
32155	a1	0.94	0.85	34799	424799
32238	a1	0.94	0.85	34799	424799
32335	a1	0.94	0.85	34800	424800
32443	a1	0.94	0.85	34800	424800
32531	a1	0.94	0.85	34800	424800
32844	a1	0.94	0.85	34799	424799
32942	a1	0.94	0.85	34799	424799
33040	a1	0.94	0.85	34799	424799
33151	a1	0.94	0.85	34799	424799
33241	a1	0.94	0.85	34800	424800
33283	a3	0.0	1.0		129600
33324	a1	0.94	0.85	34799	424799
33382	a4	0.0	0.97		352800
33435	a1	0.94	0.85	34799	424799
33540	a1	0.94	0.85	34800	424800
33652	a1	0.94	0.85	34800	424800
33750	a1	0.94	0.85	34800	424800
33852	a1	0.94	0.85	34800	424800
34082	a5	0.0	0.97	37800	259200
34116	a1	0.94	0.85	34799	424799
34225	a1	0.94	0.85	34800	424800
34296	a1	0.94	0.85	34800	424800
34395	a1	0.94	0.85	34800	424800
34488	a1	0.94	0.85	34800	424800
34596	a1	0.94	0.85	34799	424799
34692	a1	0.94	0.85	34799	424799
34946	a1	0.0	0.85		424799
35051	a1	0.0	0.85		424800
35117	a1	0.0	0.85		424800
35208	a1	0.0	0.85		424800
35302	a1	0.0	0.85		424800
35550	a6	0.0	0.97	41400	378000
35596	a1	0.0	0.85		424800
35713	a1	0.0	0.85		424799
35796	a1	0.0	0.85		424799
35860	a2	1.0	0.93	36600	388800
35910	a1	0.0	0.85		424800
35993	a1	0.0	0.85		424799
36090	a1	0.0	0.85		424799
36182	a1	0.0	0.85		424799
36291	a1	0.0	0.85		424799
36390	a1	0.0	0.85		424799
36491	a1	0.0	0.85		424800
36817	a1	0.0	0.85		424799
36878	a2	0.0	0.93		388799
36940	a1	0.0	0.85		424800
37031	a1	0.0	0.85		424799
37136	a1	0.0	0.85		424799
37183	a3	0.0	1.0		129600
37225	a1	0.0	0.85		424800
37280	a4	0.0	0.97	53399	352799
37328	a1	0.0	0.85		424799
37347	a2	0.0	0.93		388799
37415	a1	0.0	0.85		424800
37519	a1	0.0	0.85		424800
37602	a1	0.0	0.85		424799
37703	a1	0.0	0.85		424800
37838	a2	0.0	0.93		388799
37961	a5	0.0	0.97		259199
38001	a1	0.0	0.85		424799
38079	a1	0.0	0.85		424799
38195	a1	0.0	0.85		424800
38303	a1	0.0	0.85		424800
38359	a2	0.0	0.93		388800
38413	a1	0.0	0.85		424799
38487	a1	0.0	0.85		424799
38580	a1	0.0	0.85		424799
38679	a1	0.0	0.85		424799
38787	a1	0.0	0.85		424799
38843	a2	0.0	0.93		388800
38896	a1	0.0	0.85		424800
39207	a1	0.0	0.85		424800
39324	a1	0.0	0.85		424799
39366	a2	0.0	0.93		388800
39407	a1	0.0	0.85		424799
39499	a1	0.0	0.85		424799
39539	a6	0.0	0.97	41399	377999
39574	a1	0.0	0.85		424800
39693	a1	0.0	0.85		424800
39794	a1	0.0	0.85		424799
39842	a2	0.0	0.93		388799
39895	a1	0.0	0.85		424799
39983	a1	0.0	0.85		424799
40086	a1	0.0	0.85		424800
40317	a2	0.0	0.93		388800
40355	a1	0.04	0.86	58200	424800
40478	a1	0.04	0.86	58200	424800
40590	a1	0.06	0.86	58200	424800
40703	a1	0.07	0.86	58200	424800
40803	a1	0.07	0.87	58200	424800
40842	a2	0.0	0.93		388799
40888	a1	0.09	0.87	58200	424800
40999	a1	0.1	0.87	58200	424800
41080	a1	0.11	0.87	58200	424800
41143	a3	0.0	1.0		129600
41192	a1	0.12	0.87	58200	424800
41250	a4	0.0	0.97	53399	352799
41294	a1	0.14	0.88	58200	424800
41348	a2	0.0	0.93		388799
41409	a1	0.17	0.88	58200	424800
41711	a1	0.26	0.9	58200	424800
41799	a1	0.27	0.9	58200	424800
41837	a2	0.0	0.93		388799
41878	a1	0.27	0.9	58200	424800
41925	a5	0.0	0.97		259200
41976	a1	0.29	0.91	58200	424800
42072	a1	0.3	0.91	58200	424800
42127	a1	0.31	0.91	58200	424800
42298	a2	0.0	0.93		388799
42440	a1	0.33	0.91	58200	424800
42558	a1	0.33	0.91	58200	424800
42663	a1	0.34	0.91	58200	424800
42775	a1	0.35	0.91	58200	424800
42839	a2	0.0	0.93		388800
42885	a1	0.36	0.92	58200	424800
42954	a1	0.36	0.92	58199	424799
43052	a1	0.37	0.92	58199	424799
43150	a1	0.37	0.92	58199	424799
43261	a1	0.38	0.92	58200	424800
43332	a2	0.0	0.93		388800
43369	a1	0.38	0.92	58200	424800
43449	a1	0.39	0.92	58200	424800
43513	a6	0.0	0.97		377999
43566	a1	0.39	0.92	58200	424800
43810	a2	0.0	0.93		388800
43865	a1	0.41	0.92	58199	424799
43951	a1	0.41	0.92	58199	424799
44056	a1	0.41	0.92	58200	424800
44174	a1	0.42	0.93	58200	424800
44293	a1	0.43	0.93	58199	424799
44353	a2	0.0	0.93		388800
44398	a1	0.43	0.93	58200	424800
44489	a1	0.44	0.93	58200	424800
44593	a1	0.44	0.93	58199	424799
44682	a1	0.45	0.93	58200	424800
44799	a1	0.45	0.93	58200	424800
44849	a2	0.0	0.93		388800
44893	a1	0.45	0.93	58200	424800
45128	a3	0.0	1.0		129599
45177	a1	0.46	0.93	58200	424800
45230	a4	0.0	0.97	53400	352800
45282	a1	0.46	0.93	58200	424800
45322	a2	0.0	0.93		388799
45375	a1	0.47	0.93	58199	424799
45470	a1	0.47	0.93	58199	424799
45587	a1	0.47	0.93	58199	424799
45687	a1	0.47	0.93	58199	424799
45774	a1	0.47	0.93	58199	424799
45818	a2	0.0	0.93		388800
45863	a1	0.48	0.93	58199	424799
45908	a5	0.0	0.97	62999	259199
46137	a1	0.48	0.93	58200	424800
46236	a1	0.48	0.93	58200	424800
46286	a2	0.0	0.93		388800
46332	a1	0.48	0.93	58199	424799
46406	a1	0.48	0.94	58199	424799
46490	a1	0.48	0.94	58199	424799
46581	a1	0.48	0.94	58199	424799
46729	a2	0.0	0.93		388800
46888	a1	0.49	0.94	58200	424800
47013	a1	0.49	0.94	58199	424799
47119	a1	0.49	0.94	58200	424800
47198	a1	0.49	0.94	58199	424799
47239	a2	0.0	0.93		388800
47283	a1	0.49	0.94	58199	424799
47400	a1	0.5	0.94	58199	424799
47452	a6	0.0	0.97		377999
47505	a1	0.5	0.94	58200	424800
47617	a1	0.5	0.94	58200	424800
47710	a1	0.5	0.94	58200	424800
47768	a2	0.0	0.93		388800
47817	a1	0.5	0.94	58200	424800
48081	a1	0.5	0.94	58200	424800
48183	a1	0.51	0.94	58200	424800
48227	a2	0.0	0.93		388799
48285	a1	0.51	0.94	58200	424800
48384	a1	0.51	0.94	58200	424800
48472	a1	0.51	0.94	58200	424800
48599	a1	0.51	0.94	58200	424800
48703	a1	0.51	0.94	58200	424800
48741	a2	0.0	0.93		388800
48788	a1	0.51	0.94	58199	424799
49070	a3	0.0	1.0		129599
49127	a1	0.52	0.94	58200	424800
49161	a4	0.0	0.97	53399	352799
49201	a1	0.52	0.94	58200	424800
49310	a1	0.52	0.94	58200	424800
49424	a1	0.53	0.94	58200	424800
49523	a1	0.53	0.94	58200	424800
49608	a1	0.53	0.94	58199	424799
49681	a1	0.53	0.94	58199	424799
49741	a2	0.0	0.93	67199	388799
49796	a1	0.53	0.94	58200	424800
49845	a5	0.0	0.97	63000	259200
50100	a1	0.53	0.95	58200	424800
50206	a1	0.53	0.95	58200	424800
50236	a2	0.0	0.93	67200	388800
50282	a1	0.53	0.95	58200	424800
50371	a1	0.53	0.95	58200	424800
50498	a1	0.54	0.95	58200	424800
50586	a1	0.55	0.95	58200	424800
50697	a1	0.55	0.95	58200	424800
50753	a2	0.0	0.93	67199	388799
50789	a1	0.55	0.95	58200	424800
50907	a1	0.55	0.95	58200	424800
51034	a1	0.55	0.95	58200	424800
51136	a1	0.55	0.95	58200	424800
51283	a2	0.0	0.93	67199	388799
51464	a1	0.55	0.95	58200	424800
51525	a6	0.0	0.97	66600	378000
51592	a1	0.55	0.95	58199	424799
51691	a1	0.55	0.95	58199	424799
51777	a1	0.55	0.95	58200	424800
51819	a2	0.0	0.93	67199	388799
51862	a1	0.56	0.95	58200	424800
51958	a1	0.56	0.95	58200	424800
52076	a1	0.56	0.95	58200	424800
52169	a1	0.57	0.95	58200	424800
52263	a1	0.57	0.95	58200	424800
52279	a2	0.0	0.93	67200	388800
52337	a1	0.57	0.95	58200	424800
52451	a1	0.58	0.95	58200	424800
52537	a1	0.58	0.95	58200	424800
52639	a1	0.58	0.95	58200	424800
52734	a1	0.58	0.96	58200	424800
52790	a2	0.0	0.93	67199	388799
52850	a1	0.59	0.96	58200	424800
52942	a1	0.6	0.96	58200	424800
53044	a1	0.6	0.96	58200	424800
53099	a3	0.0	1.0		129600
53154	a1	0.61	0.96	58200	424800
53210	a4	0.0	0.97	53399	352799
53271	a1	0.63	0.96	58200	424800
53331	a2	0.0	0.93	67199	388799
53376	a1	0.64	0.96	58200	424800
53468	a1	0.64	0.96	58200	424800
53581	a1	0.64	0.96	58200	424800
53689	a1	0.64	0.97	58200	424800
53806	a1	0.66	0.97	58200	424800
53845	a2	0.03	0.93	67200	388800
53979	a5	0.0	0.97	63000	259200
54018	a2	0.04	0.93	67200	388800
54124	a2	0.05	0.93	67200	388800
54232	a2	0.06	0.93	67200	388800
54317	a2	0.06	0.93	67200	388800
54420	a2	0.06	0.93	67200	388800
54514	a2	0.07	0.93	67200	388800
54609	a2	0.08	0.94	67200	388800
54698	a2	0.08	0.94	67200	388800
54798	a2	0.09	0.94	67200	388799
54882	a2	0.09	0.94	67200	388799
55002	a2	0.09	0.94	67200	388799
55109	a2	0.1	0.94	67199	388799
55219	a2	0.1	0.94	67199	388799
55327	a2	0.11	0.94	67199	388799
55449	a2	0.11	0.94	67200	388800
55531	a2	0.12	0.94	67200	388800
55572	a6	0.0	0.97	66600	378000
55630	a2	0.12	0.94	67200	388800
55724	a2	0.12	0.94	67200	388800
55836	a2	0.13	0.94	67200	388800
55925	a2	0.13	0.94	67200	388800
56007	a2	0.13	0.94	67200	388800
56110	a2	0.13	0.94	67199	388799
56183	a2	0.13	0.94	67200	388800
56268	a2	0.14	0.94	67200	388800
56376	a2	0.14	0.95	67200	388800
56474	a2	0.15	0.95	67200	388800
56568	a2	0.16	0.95	67200	388800
56680	a2	0.16	0.95	67200	388800
56810	a2	0.16	0.95	67200	388800
57113	a3	0.0	1.0		129600
57214	a4	0.0	0.97		352799
57256	a2	0.17	0.95	67200	388800
57777	a2	0.17	0.95	67199	388799
57825	a1	0.66	0.97	58200	424800
57884	a2	0.17	0.95	67199	388799
57919	a5	0.0	0.97	62999	259199
57976	a2	0.17	0.95	67199	388799
58081	a2	0.17	0.95	67199	388799
58178	a2	0.17	0.95	67200	388800
58273	a2	0.17	0.95	67199	388799
58358	a2	0.17	0.95	67199	388799
58463	a2	0.17	0.95	67199	388799
58730	a2	0.18	0.95	67200	388800
58824	a2	0.19	0.95	67200	388800
